117329309,"[289.0, 10]"
100918634,"[365.0, 8]"
121388910,"[366.22222222222223, 9]"
140674032,"[306.22222222222223, 9]"
141129174,"[328.6, 10]"
95576973,"[391.2857142857143, 7]"
65495278,"[220, 1]"
81110788,"[288.5, 8]"
33840077,"[177.0, 2]"
83487685,"[283.5, 8]"
47669091,"[290.0, 2]"
302358247,"[289.44444444444446, 9]"
108686019,"[280.3, 10]"
136477138,"[365.0, 8]"
112220059,"[419.57142857142856, 7]"
108050692,"[315.3333333333333, 6]"
78362704,"[299.0, 10]"
86179205,"[324.1666666666667, 6]"
332242377,"[385.3333333333333, 6]"
84060273,"[369.0, 2]"
86152976,"[322, 1]"
101960024,"[333.0, 3]"
170984123,"[223.5, 4]"
180022403,"[295.0, 2]"
80718533,"[293, 1]"
86770710,"[227.0, 2]"
381531402,"[273, 1]"
40865572,"[343.0, 3]"
171871486,"[336, 1]"
89772237,"[550, 1]"
86834494,"[212, 1]"
163629678,"[255.5, 2]"
120315846,"[304.0, 2]"
66198763,"[217, 1]"
947240,"[381, 1]"
49924503,"[262.0, 2]"
55325825,"[252.0, 2]"
192389582,"[284.0, 2]"
