152985237,"[280.5, 4]"
519770,"[262.25, 4]"
258679521,"[286.75, 4]"
84060273,"[266.3333333333333, 3]"
209848885,"[263.0, 4]"
130527149,"[320.0, 4]"
57011991,"[293.75, 4]"
102264839,"[325.0, 4]"
126244539,"[224.66666666666666, 3]"
304522296,"[305.0, 4]"
94560711,"[247.25, 4]"
86770710,"[245.0, 3]"
101718397,"[260, 1]"
111747192,"[239, 1]"
100071079,"[282.6666666666667, 3]"
121545032,"[269, 1]"
24521769,"[332.5, 2]"
140674032,"[282, 1]"
250691525,"[292.0, 4]"
130927010,"[296.5, 4]"
86834494,"[256.3333333333333, 3]"
29526711,"[206.5, 4]"
175535085,"[261, 1]"
66198763,"[249, 1]"
156404497,"[219.0, 2]"
108050692,"[385, 1]"
96006725,"[349.0, 2]"
