130527149,"[184.5, 2]"
86770710,"[409.99999999999994, 1]"
192389582,"[192.0, 1]"
127252365,"[248.0, 2]"
152985237,"[420.5, 2]"
258679521,"[102.5, 2]"
304522296,"[543.0, 2]"
519770,"[115.99999999999999, 1]"
24521769,"[555.0, 1]"
65495278,"[623.5, 2]"
57011991,"[382.0, 2]"
101718397,"[131.0, 2]"
209848885,"[501.99999999999994, 1]"
108686019,"[733.0, 1]"
130927010,"[554.0, 2]"
102264839,"[190.0, 2]"
947240,"[998.0, 2]"
170984123,"[64.5, 2]"
250691525,"[408.5, 2]"
84473930,"[833.5, 2]"
100071079,"[232.0, 2]"
29526711,"[396.5, 2]"
