466360314,"[581.25, 12]"
45285344,"[497, 1]"
381531402,"[494.5833333333334, 12]"
92001890,"[620.7692307692307, 13]"
109428465,"[555.4615384615386, 13]"
106670947,"[594.9230769230769, 13]"
904350779,"[556.1666666666666, 12]"
74883563,"[560.8181818181819, 11]"
456063778,"[618.2857142857143, 14]"
110580215,"[578.2727272727273, 11]"
121233387,"[433.4, 10]"
83514255,"[654.3333333333334, 12]"
157808123,"[540.5, 10]"
142097856,"[482.0, 2]"
351936929,"[649.4285714285714, 14]"
108978171,"[558.6666666666666, 12]"
75632156,"[459.0, 3]"
73665843,"[479.5, 2]"
85872822,"[472.7, 10]"
41807270,"[467.42857142857144, 14]"
180022403,"[722.5, 2]"
126042590,"[541.6666666666666, 6]"
1101247050,"[481.1666666666667, 12]"
82626476,"[632.3333333333334, 3]"
86179205,"[407.5, 2]"
216650131,"[566.0, 11]"
107104659,"[554, 1]"
100918634,"[433, 1]"
63821745,"[496.75, 8]"
42247332,"[525, 1]"
172199571,"[338, 1]"
60563546,"[585, 1]"
94651326,"[485, 1]"
30373538,"[440.0, 2]"
108050692,"[566.0, 2]"
