78362704,"[320.5, 4]"
86179205,"[329.0, 2]"
112220059,"[413.3333333333333, 3]"
108050692,"[289.0, 3]"
108686019,"[282.75, 4]"
16710765,"[427.0, 2]"
47669091,"[290.0, 2]"
302358247,"[276.75, 4]"
33840077,"[177.0, 2]"
83487685,"[298.25, 4]"
81110788,"[287.0, 4]"
522326,"[227.0, 3]"
95576973,"[367.0, 2]"
65495278,"[220, 1]"
140674032,"[277.6666666666667, 3]"
141129174,"[347.0, 4]"
100071079,"[291, 1]"
100918634,"[295.75, 4]"
121388910,"[388.0, 4]"
947240,"[300.6666666666667, 3]"
117329309,"[261.0, 4]"
86834494,"[243, 1]"
332242377,"[258.5, 2]"
84060273,"[374, 1]"
70487965,"[405, 1]"
102946451,"[466, 1]"
86152976,"[322, 1]"
101960024,"[402, 1]"
170984123,"[282, 1]"
180022403,"[295.0, 2]"
136477138,"[285.0, 2]"
