86834494,"[239.6, 5]"
29526711,"[244.5, 14]"
250691525,"[277.6923076923077, 13]"
130927010,"[293.99999999999994, 13]"
100071079,"[281.9166666666667, 12]"
121545032,"[269, 1]"
24521769,"[265.6666666666667, 9]"
101718397,"[275.3, 10]"
111747192,"[239, 1]"
94560711,"[251.83333333333334, 12]"
126244539,"[235.75, 8]"
304522296,"[287.6666666666667, 12]"
57011991,"[268.7692307692308, 13]"
102264839,"[299.0, 13]"
209848885,"[314.5, 2]"
130527149,"[326.5833333333333, 12]"
258679521,"[269.3076923076923, 13]"
152985237,"[288.2142857142857, 14]"
519770,"[273.3076923076923, 13]"
175535085,"[261, 1]"
66198763,"[249, 1]"
156404497,"[219.0, 2]"
96006725,"[349.0, 2]"
947240,"[302.6, 5]"
522326,"[254.0, 2]"
65495278,"[314.875, 8]"
84060273,"[249.66666666666666, 6]"
63813048,"[298, 1]"
99479034,"[251, 1]"
33840077,"[208, 1]"
136477138,"[257.0, 2]"
86770710,"[328.4, 5]"
140674032,"[296, 1]"
192389582,"[248, 1]"
127252365,"[316.0, 2]"
170984123,"[220.5, 2]"
84473930,"[396.0, 2]"
